615	369	0.2378152	9999999.0	0.0	0.0	0	17	10	[]
471	390	0.8832218	7466.0	3442.0	0.9184950726526083	126	17	6	[471, 812, 700, 698, 688, 686, 676, 674, 605, 603, 396, 395, 394, 393, 392, 391, 390]
33	781	37.008598	13481.0	6632.0	0.8348372712168537	4430	689	1922	[33, 579, 574, 573, 567, 564, 563, 562, 550, 549, 547, 617, 615, 598, 431, 430, 427, 426, 425, 424, 423, 422, 421, 420, 753, 748, 749, 745, 791, 787, 782, 781]
61	932	88.3634424	9999999.0	0.0	0.0	0	2519	13254	[]
393	897	12.9872632	14053.0	6569.0	0.8798753763334228	815	550	1122	[393, 394, 599, 601, 670, 672, 682, 684, 410, 694, 696, 808, 810, 816, 818, 828, 833, 455, 835, 845, 855, 862, 889, 890, 896, 442, 897]
788	517	65.5068539	9999999.0	0.0	0.0	0	1966	9819	[]
195	882	2.8054524	16443.0	6983.0	0.979144570307051	280	147	121	[195, 741, 747, 745, 756, 767, 583, 394, 599, 601, 670, 672, 682, 684, 410, 694, 696, 808, 810, 816, 469, 468, 467, 457, 466, 465, 464, 463, 882]
49	901	0.4111163	6979.0	3434.0	0.9916773032056767	65	0	0	[49, 595, 611, 613, 553, 434, 435, 495, 494, 493, 492, 496, 497, 532, 531, 530, 528, 527, 525, 540, 901]
561	896	1.4492484	9585.0	4147.0	0.986173704839491	71	73	117	[561, 566, 498, 568, 572, 576, 577, 644, 651, 451, 450, 449, 448, 447, 446, 445, 444, 443, 442, 896]
768	463	1.2186276	9999999.0	0.0	0.0	0	93	117	[]
394	349	0.0822534	9999999.0	0.0	0.0	0	7	1	[]
2	780	4.4087683	11925.0	5310.0	0.8140362315904729	607	104	208	[2, 548, 546, 620, 619, 597, 598, 431, 430, 427, 426, 425, 424, 423, 422, 421, 420, 419, 418, 738, 739, 737, 783, 782, 781, 780]
229	883	3.2535874	9999999.0	0.0	0.0	0	267	346	[]
370	365	361.5917052	22501.0	10389.0	0.8052870969790036	5504	6575	51549	[370, 916, 781, 786, 794, 802, 708, 390, 714, 720, 726, 730, 413, 734, 733, 695, 694, 699, 698, 537, 703, 702, 477, 476, 503, 504, 505, 506, 507, 508, 666, 668, 667, 849, 853, 906, 907, 911, 365]
849	378	1.4943225	16619.0	6600.0	0.8606744835075878	167	61	38	[849, 850, 668, 666, 508, 507, 506, 505, 504, 503, 476, 477, 478, 479, 485, 534, 486, 487, 404, 403, 402, 397, 396, 395, 394, 393, 392, 391, 390, 387, 389, 924, 378]
526	781	15.2764219	9999999.0	0.0	0.0	0	706	2158	[]
562	929	0.7856212	14958.0	4039.0	0.8279699819790248	43	47	40	[562, 563, 564, 567, 573, 574, 527, 525, 526, 542, 902, 515, 516, 517, 929]
14	353	4.5913229	11501.0	4325.0	0.8618220806493188	554	107	245	[14, 560, 493, 492, 496, 497, 532, 531, 530, 528, 529, 522, 544, 523, 524, 451, 450, 449, 448, 447, 446, 445, 444, 443, 442, 897, 899, 353]
278	384	0.3728619	10653.0	4499.0	0.982074100248615	57	1	0	[278, 824, 648, 647, 652, 651, 524, 656, 655, 659, 901, 541, 902, 515, 905, 930, 384]
507	389	1.1292768	9999999.0	0.0	0.0	0	87	102	[]
352	785	1.3546611	18770.0	9318.0	0.9345804139442591	250	1	0	[352, 898, 890, 889, 862, 855, 845, 835, 455, 833, 823, 821, 815, 813, 701, 699, 409, 689, 687, 677, 675, 606, 604, 583, 807, 803, 804, 798, 794, 793, 785]
217	347	5.3097387	14116.0	6150.0	0.8504463165739782	662	158	212	[217, 763, 772, 423, 424, 425, 440, 439, 438, 437, 534, 485, 479, 478, 477, 476, 503, 504, 505, 506, 507, 508, 666, 668, 850, 852, 859, 887, 893, 347]
561	239	8.2715694	11471.0	4914.0	0.8041821561637905	149	460	1020	[561, 491, 560, 559, 555, 436, 437, 535, 536, 398, 397, 396, 395, 394, 393, 392, 391, 390, 387, 801, 793, 785, 239]
660	920	39.1140709	9999999.0	0.0	0.0	0	1641	5603	[]
