760.0	375.0	0.0262226	4517.0	2168.0	0.9994	0.9976980011914306	37.0	22.0	31.0	0.0	[761, 760, 758, 749, 754, 752, 743, 922, 376]
216.0	267.0	8.5598715	8115.0	3644.0	0.9997	0.9863416999826605	182.0	20.0	81.0	0.0	[217, 763, 765, 774, 776, 590, 401, 400, 398, 403, 404, 405, 406, 407, 408, 409, 410, 700, 702, 814, 268]
896.0	476.0	0.237618	9072.0	3267.0	1.0	0.9962623227529154	224.0	103.0	193.0	0.0	[897, 443, 444, 445, 446, 447, 448, 449, 450, 508, 507, 506, 505, 504, 477]
273.0	83.0	97.4333634	6557.0	2762.0	0.9989	0.9284411978178324	58.0	494.0	522.0	0.0	[274, 820, 819, 469, 470, 471, 472, 473, 475, 476, 477, 503, 502, 501, 636, 631, 489, 630, 84]
477.0	447.0	0.0052781	4665.0	1813.0	1.0	0.9999991655696592	42.0	3.0	21.0	0.0	[478, 477, 504, 505, 506, 507, 508, 450, 449, 448]
817.0	69.0	377.569038	8313.0	3467.0	1.0	0.9743965951838427	1082.0	691.0	1108.0	0.0	[818, 817, 470, 471, 472, 473, 475, 476, 477, 478, 479, 480, 486, 535, 438, 437, 554, 435, 552, 618, 616, 70]
917.0	158.0	38.1747888	11040.0	5774.0	0.9976	0.9543272930658668	267.0	2.0	79.0	0.0	[918, 783, 788, 790, 796, 798, 804, 808, 584, 605, 604, 606, 403, 404, 405, 488, 682, 692, 694, 693, 703, 705, 159]
787.0	487.0	1.8944717	6359.0	3001.0	1.0	0.9760646202645437	105.0	43.0	70.0	0.0	[788, 790, 796, 798, 804, 808, 584, 588, 397, 398, 403, 404, 405, 488]
662.0	901.0	0.011985	3042.0	1486.0	1.0	0.9862229034597447	42.0	59.0	70.0	0.0	[663, 449, 450, 508, 509, 510, 658, 661, 902]
864.0	756.0	0.0502859	8687.0	3776.0	1.0	0.9999998707875907	149.0	56.0	100.0	0.0	[865, 733, 415, 727, 721, 715, 391, 709, 711, 807, 805, 804, 798, 800, 757]
220.0	194.0	0.002257	3578.0	1558.0	0.9999	0.9997728791872869	29.0	1.0	11.0	0.0	[221, 767, 423, 422, 421, 420, 752, 747, 741, 195]
516.0	443.0	0.003212	6468.0	2771.0	0.9828	0.9805676173062475	29.0	19.0	27.0	0.0	[517, 908, 907, 861, 860, 859, 446, 445, 444]
142.0	416.0	0.0160405	5779.0	2009.0	1.0	0.9999983213459183	74.0	6.0	36.0	0.0	[143, 689, 690, 410, 411, 412, 413, 414, 415, 416, 417]
244.0	61.0	2.4575734	9999999.0	2009.0	0	0.0	0.0	388.0	395.0	0.0	[]
449.0	222.0	42.5378894	9145.0	4015.0	1.0	0.9925470959216239	317.0	11.0	116.0	0.0	[450, 451, 655, 653, 646, 507, 506, 505, 504, 477, 478, 479, 480, 486, 535, 487, 488, 405, 404, 403, 398, 400, 401, 585, 771, 769, 223]
728.0	352.0	0.1035822	12318.0	5607.0	0.9983	0.9906763526716252	264.0	5.0	80.0	0.0	[729, 731, 414, 735, 737, 866, 869, 820, 819, 829, 457, 831, 836, 846, 856, 863, 890, 891, 899, 353]
215.0	60.0	0.6735145	5193.0	2623.0	0.9958	0.9112601840083537	100.0	64.0	93.0	0.0	[216, 762, 763, 765, 774, 776, 590, 401, 585, 587, 604, 606, 607, 61]
210.0	143.0	0.0095219	6030.0	2923.0	0.9998	0.9971466964814075	42.0	9.0	23.0	0.0	[211, 757, 768, 584, 395, 600, 602, 671, 673, 683, 685, 690, 144]
851.0	830.0	0.0072354	5557.0	2560.0	0.9976	0.998653445477634	35.0	25.0	33.0	0.0	[852, 853, 849, 447, 848, 847, 846, 836, 831]
734.0	381.0	0.0380992	12257.0	4796.0	0.9961	0.9826059984731207	107.0	29.0	73.0	0.0	[735, 737, 866, 812, 818, 820, 830, 468, 458, 467, 466, 465, 464, 463, 928, 382]
495.0	807.0	0.0144232	5467.0	2434.0	0.9957	0.9329709191263053	38.0	1.0	12.0	0.0	[496, 436, 437, 438, 536, 537, 399, 398, 397, 588, 584, 808]
382.0	781.0	174.1723865	24968.0	8720.0	1.0	0.9761133368721049	1578.0	134.0	607.0	0.0	[383, 929, 442, 443, 444, 445, 886, 858, 848, 844, 842, 651, 649, 642, 640, 635, 504, 477, 478, 479, 480, 486, 535, 487, 488, 405, 404, 403, 398, 397, 588, 584, 808, 804, 805, 799, 795, 787, 782]
52.0	56.0	0.1046043	9999999.0	8720.0	0	0.0	0.0	162.0	154.0	0.0	[]
48.0	305.0	0.2155994	8666.0	4187.0	0.9997	0.960420567518171	144.0	2.0	51.0	0.0	[49, 595, 617, 619, 552, 553, 560, 561, 494, 493, 497, 498, 533, 532, 531, 529, 530, 523, 522, 511, 521, 519, 668, 850, 852, 306]
872.0	621.0	154.2333532	9999999.0	4187.0	0	0.0	0.0	725.0	988.0	0.0	[]
464.0	763.0	47.8693668	13301.0	4858.0	0.9986	0.9576741286039256	150.0	191.0	271.0	0.0	[465, 466, 467, 458, 468, 469, 470, 471, 472, 473, 475, 476, 477, 478, 479, 480, 486, 535, 438, 439, 440, 441, 426, 425, 424, 423, 764]
671.0	299.0	0.0299705	7593.0	3577.0	0.9984	0.991788603866472	95.0	15.0	44.0	0.0	[672, 674, 684, 683, 685, 411, 695, 697, 809, 811, 817, 819, 829, 457, 831, 836, 846, 300]
183.0	279.0	0.0220084	5417.0	2466.0	0.9878	0.9305814000558423	94.0	24.0	54.0	0.0	[184, 730, 686, 685, 411, 695, 697, 809, 814, 813, 472, 815, 821, 826, 280]
476.0	545.0	0.0240823	4548.0	2423.0	1.0	0.9999999298158657	166.0	2.0	48.0	0.0	[477, 504, 505, 506, 644, 643, 578, 580, 582, 541, 526, 546]
24.0	650.0	0.0046664	3319.0	1637.0	0.9859	0.9859322571607959	29.0	14.0	22.0	0.0	[25, 571, 634, 505, 639, 640, 642, 649, 651]
232.0	110.0	7.3537857	7765.0	3231.0	0.9997	0.9665097436551703	336.0	10.0	113.0	0.0	[233, 779, 427, 428, 431, 432, 433, 434, 435, 436, 496, 495, 494, 493, 497, 498, 533, 532, 531, 529, 530, 523, 545, 524, 647, 657, 111]
219.0	471.0	16.1712859	9999999.0	3231.0	0	0.0	0.0	292.0	321.0	0.0	[]
578.0	518.0	0.0011768	2230.0	1072.0	0.9998	0.9996739644490151	21.0	5.0	11.0	0.0	[579, 656, 658, 510, 511, 521, 519]
612.0	910.0	12.6797346	11911.0	5499.0	1.0	0.9996957140055425	611.0	400.0	652.0	0.0	[613, 615, 439, 438, 535, 486, 480, 479, 478, 477, 504, 505, 506, 507, 508, 509, 667, 669, 851, 853, 860, 861, 910, 911]
108.0	849.0	0.0035475	3178.0	1605.0	0.9988	0.9986796951639069	47.0	8.0	23.0	0.0	[109, 655, 663, 449, 662, 664, 669, 851, 850]
167.0	71.0	96.9923882	7696.0	3745.0	0.9933	0.9125492776257224	96.0	484.0	530.0	0.0	[168, 714, 715, 717, 716, 601, 600, 605, 604, 399, 537, 610, 615, 439, 614, 619, 434, 618, 72]
385.0	321.0	3.8055393	9999999.0	3745.0	0	0.0	0.0	65.0	81.0	0.0	[]
236.0	609.0	20.7038454	7138.0	3227.0	0.9915	0.9041302626012455	278.0	88.0	180.0	0.0	[237, 783, 788, 792, 800, 757, 768, 772, 586, 588, 397, 398, 399, 537, 610]
541.0	749.0	155.4897225	11705.0	4886.0	0.9999	0.9761293672896207	193.0	891.0	1132.0	0.0	[542, 527, 526, 528, 529, 531, 532, 533, 498, 497, 493, 494, 495, 496, 436, 435, 434, 433, 432, 431, 428, 427, 426, 425, 424, 423, 422, 421, 754, 749, 750]
491.0	660.0	0.0796195	4232.0	1737.0	1.0	0.9998150592195547	148.0	31.0	87.0	0.0	[492, 493, 497, 498, 533, 532, 531, 529, 530, 523, 522, 511, 512, 661]
175.0	370.0	0.0270907	7894.0	3409.0	1.0	0.9999880766198761	86.0	47.0	66.0	0.0	[176, 722, 718, 716, 393, 392, 391, 709, 803, 795, 787, 782, 917, 371]
386.0	503.0	0.6585612	7450.0	2870.0	0.9944	0.9066380057929468	65.0	88.0	119.0	0.0	[387, 933, 534, 515, 514, 513, 512, 511, 510, 509, 508, 507, 506, 505, 504]
