Time(s)	Cost(PB)	Time	P(T<T_max)	Bound	Infeasibility	Dominance	Path
152	882	32.62717342376709	9516.0	3777.0	0.9704	0.9515	0	86	115	[152, 698, 697, 809, 811, 817, 470, 469, 468, 458, 467, 466, 465, 464, 883, 882]
415	172	4.937892913818359	3599.0	1599.0	1.0	1.0	8	21	13	[415, 727, 721, 723, 719, 718, 172]
43	796	30.39264965057373	inf	0	0	0	0	93	159	[]
632	892	64.81661057472229	7813.0	3650.0	1.0	1.0	56	97	221	[632, 502, 503, 504, 635, 640, 642, 649, 651, 842, 844, 848, 858, 886, 892]
575	342	11.907091856002808	6364.0	2870.0	0.9996	0.9998	6	43	22	[575, 530, 523, 522, 511, 521, 519, 668, 850, 852, 860, 888, 342]
541	615	31.330145835876465	5850.0	3511.0	0.9984	0.9985	50	28	35	[541, 526, 528, 529, 531, 532, 533, 498, 497, 493, 494, 495, 496, 436, 437, 438, 439, 615]
17	444	69.17642498016357	9194.0	3691.0	1.0	1.0	79	89	154	[17, 563, 564, 565, 568, 533, 532, 531, 529, 530, 523, 545, 524, 525, 452, 451, 450, 449, 448, 447, 446, 445, 444]
56	852	112.02281332015991	10127.0	5367.0	0.9973	0.9955	161	41	300	[56, 602, 671, 676, 675, 404, 405, 488, 487, 535, 486, 480, 479, 478, 477, 504, 505, 506, 507, 508, 509, 667, 669, 851, 850, 852]
393	892	431.4654474258423	13131.0	6231.0	0.9967	0.9953	173	360	5239	[393, 394, 395, 600, 602, 671, 673, 683, 685, 411, 695, 697, 809, 811, 817, 819, 829, 457, 831, 836, 846, 856, 863, 885, 892]
349	231	33.033397912979126	15153.0	6712.0	0.9488	0.933	49	21	17	[349, 895, 889, 862, 466, 467, 458, 468, 469, 470, 471, 472, 473, 475, 476, 477, 478, 479, 480, 486, 535, 438, 439, 440, 441, 426, 425, 779, 777, 231]
38	14	25.970435857772827	5201.0	3111.0	0.9707	0.9551	65	33	51	[38, 584, 588, 397, 604, 399, 537, 536, 438, 437, 436, 496, 495, 560, 14]
570	186	129.75836157798767	7860.0	3830.0	1.0	0.9998	52	174	1212	[570, 500, 501, 502, 503, 504, 635, 705, 706, 474, 701, 702, 697, 698, 736, 737, 733, 732, 186]
895	306	11.797635078430176	8964.0	3507.0	0.9862	0.9855	0	44	29	[895, 896, 899, 442, 443, 444, 445, 446, 447, 849, 853, 852, 306]
347	799	149.5408751964569	15504.0	7888.0	0.9999	0.9998	173	61	175	[347, 893, 887, 859, 849, 665, 663, 655, 653, 646, 507, 506, 505, 504, 477, 478, 479, 480, 486, 535, 487, 488, 405, 404, 403, 398, 397, 588, 584, 808, 804, 805, 799]
558	730	84.86487174034119	5554.0	2872.0	0.9979	0.9972	76	123	540	[558, 491, 490, 489, 485, 484, 480, 483, 693, 694, 408, 689, 690, 685, 686, 730]
